,Unnamed: 0,Date,AveragePrice,Total Volume,TotalBags,SmallBags
11060,10,2015-10-18,1.73,5627.1,2379.47,2241.87
11061,11,2015-10-11,1.59,6683.43,3328.6,2405.52
11062,12,2015-10-04,1.76,5592.18,2469.16,2062.84
11063,13,2015-09-27,1.81,6250.05,3038.42,2796.4
11064,14,2015-09-20,1.86,5430.92,2490.46,2490.46
11065,15,2015-09-13,1.94,5345.41,1762.85,1762.85
11066,16,2015-09-06,1.95,5552.08,1952.19,1931.19
11067,17,2015-08-30,1.94,6106.73,2210.84,2132.13
11068,18,2015-08-23,1.92,6846.72,2604.06,2335.43
11069,19,2015-08-16,1.9,6123.23,2322.26,2151.8
11070,20,2015-08-09,1.82,7429.61,2477.75,2344.6
11071,21,2015-08-02,1.86,6466.04,2666.45,2588.48
11072,22,2015-07-26,1.77,6381.57,2615.27,1918.31
11073,23,2015-07-19,1.76,6069.35,2485.6,1873.03
11074,24,2015-07-12,1.77,6764.37,2987.76,2357.79
11075,25,2015-07-05,1.82,6774.43,2660.36,2200.97
11076,26,2015-06-28,1.8,5676.88,1932.23,1451.44
11077,27,2015-06-21,1.83,5444.87,1368.3,1007.8
11078,28,2015-06-14,1.75,6913.18,2774.79,2179.92
11079,29,2015-06-07,1.66,7277.02,3436.67,2473.82
11080,30,2015-05-31,1.6,9214.37,2507.04,2150.81
11081,31,2015-05-24,1.36,10570.74,3306.07,1933.68
11082,32,2015-05-17,1.15,17956.34,2760.02,2118.11
11083,33,2015-05-10,1.32,10626.54,3920.48,1981.96
11084,34,2015-05-03,1.35,11843.43,3793.55,2261.83
11085,35,2015-04-26,1.51,8109.67,2646.24,1748.63
11086,36,2015-04-19,1.68,7895.99,2311.79,2248.97
11087,37,2015-04-12,1.67,6453.51,1807.36,1011.65
11088,38,2015-04-05,1.96,4859.09,1235.9,1086.58
11089,39,2015-03-29,1.78,5373.53,1379.43,1363.5
11090,40,2015-03-22,1.85,4249.61,646.36,485.59
11091,41,2015-03-15,1.87,3851.7,570.31,550.86
11092,42,2015-03-08,1.74,6539.55,2963.09,2947.28
11093,43,2015-03-01,1.73,5491.23,1932.77,1814.69
11094,44,2015-02-22,1.77,3990.91,1068.58,1003.61
11095,45,2015-02-15,1.69,4322.52,1717.49,1690.1
11096,46,2015-02-08,1.73,5749.75,2720.44,2635.69
11097,47,2015-02-01,1.79,4385.19,1344.93,1330.43
11098,48,2015-01-25,2.02,3359.58,721.86,620.46
11099,49,2015-01-18,1.97,3496.27,1014.61,925.39
11100,50,2015-01-11,1.98,3862.72,1200.59,1195.75
11101,51,2015-01-04,2.01,3397.0,1072.67,993.94
11102,0,2015-12-27,1.53,4116.38,1912.98,1292.73
11103,1,2015-12-20,1.67,3999.44,1269.05,1265.11
11104,2,2015-12-13,1.67,3565.0,1275.93,1213.84
11105,3,2015-12-06,1.67,3089.71,1214.41,1060.0
11106,4,2015-11-29,1.68,2729.66,1040.01,773.34
11107,5,2015-11-22,1.65,3609.47,676.53,596.67
11108,6,2015-11-15,1.65,3559.21,930.87,640.0
11109,7,2015-11-08,1.58,4199.95,1754.24,1466.67
11110,8,2015-11-01,1.4,4659.79,2059.75,806.66
11111,9,2015-10-25,1.66,4174.55,1400.48,1176.66
11112,10,2015-10-18,1.63,4738.31,1853.88,1616.67
11113,11,2015-10-11,1.31,5694.0,2714.91,846.67
11114,12,2015-10-04,1.68,4466.07,1281.84,993.33
11115,13,2015-09-27,1.65,4046.31,975.47,583.33
11116,14,2015-09-20,1.87,3201.26,59.12,26.67
11117,15,2015-09-13,1.84,4609.25,730.0,730.0
11118,16,2015-09-06,1.85,5114.38,1303.82,1263.33
11119,17,2015-08-30,1.8,5052.41,1343.77,1006.67
11120,18,2015-08-23,1.74,5916.44,2007.6,1550.0
11121,19,2015-08-16,1.68,5611.72,1242.88,553.33
11122,20,2015-08-09,1.59,7908.2,2852.54,2290.0
11123,21,2015-08-02,1.7,5359.81,831.49,703.33
11124,22,2015-07-26,1.41,6734.91,2123.85,220.0
11125,23,2015-07-19,1.35,5879.03,2132.06,296.67
11126,24,2015-07-12,1.28,6873.18,2926.96,486.67
11127,25,2015-07-05,1.49,5999.26,1797.22,640.0
11128,26,2015-06-28,1.4,6163.88,1883.57,776.67
11129,27,2015-06-21,1.35,6691.69,1845.11,570.0
11130,28,2015-06-14,1.33,6991.11,2957.71,1282.62
11131,29,2015-06-07,1.24,9207.05,4684.73,1820.0
11132,30,2015-05-31,1.13,10092.91,3025.38,1038.61
11133,31,2015-05-24,1.02,12446.65,4608.4,1688.43
11134,32,2015-05-17,1.01,12407.01,2975.71,1634.01
11135,33,2015-05-10,1.03,10726.99,3752.0,1193.33
11136,34,2015-05-03,1.03,12425.42,5276.23,2313.33
11137,35,2015-04-26,1.12,9505.74,3329.41,1640.0
11138,36,2015-04-19,1.26,8170.13,2398.0,1910.0
11139,37,2015-04-12,1.23,6492.79,2227.21,915.26
11140,38,2015-04-05,1.54,4893.26,1784.75,1330.0
11141,39,2015-03-29,1.6,5559.67,1785.1,1721.22
11142,40,2015-03-22,1.52,3345.52,474.36,40.0
11143,41,2015-03-15,1.57,5834.95,2702.24,2603.33
11144,42,2015-03-08,1.57,5746.55,2655.51,2553.33
11145,43,2015-03-01,1.47,4298.37,1274.22,916.67
11146,44,2015-02-22,1.51,4120.01,1377.67,1206.67
11147,45,2015-02-15,1.59,3487.35,1250.5,1070.0
11148,46,2015-02-08,1.55,4719.47,2299.21,2083.33
11149,47,2015-02-01,1.58,3916.98,1333.77,1296.67
11150,48,2015-01-25,1.57,3860.33,1352.16,1002.65
11151,49,2015-01-18,1.62,3480.66,845.21,583.33
11152,50,2015-01-11,1.66,2914.35,439.21,412.81
11153,51,2015-01-04,1.54,4212.16,1922.3,1570.28
11154,0,2015-12-27,1.41,4367.47,1808.4,690.0
11155,1,2015-12-20,1.59,3569.54,513.71,495.93
11156,2,2015-12-13,1.55,3195.92,635.12,467.11
11157,3,2015-12-06,1.55,3016.06,760.44,483.33
11158,4,2015-11-29,1.61,3158.95,887.45,390.0
11159,5,2015-11-22,1.54,3794.44,532.3,346.67
11160,6,2015-11-15,1.53,3846.37,942.63,456.67
11161,7,2015-11-08,1.44,4632.15,1765.5,906.67
11162,8,2015-11-01,1.19,5784.88,3041.96,536.67
11163,9,2015-10-25,1.56,4336.41,1257.59,690.0
11164,10,2015-10-18,1.58,5199.39,1560.37,840.0
11165,11,2015-10-11,1.13,8171.34,4617.91,543.34
11166,12,2015-10-04,1.6,5828.18,1755.77,583.33
11167,13,2015-09-27,1.67,5760.76,1438.19,583.33
11168,14,2015-09-20,1.85,4691.87,377.54,350.0
11169,15,2015-09-13,1.84,5971.62,799.44,793.33
11170,16,2015-09-06,1.78,7012.8,1410.25,1090.0
11171,17,2015-08-30,1.73,6607.42,1465.92,760.0
11172,18,2015-08-23,1.69,7637.57,2184.46,1123.34
11173,19,2015-08-16,1.65,7244.44,1816.26,533.33
11174,20,2015-08-09,1.6,7947.92,2534.29,1270.0
11175,21,2015-08-02,1.7,5802.91,850.05,333.33
11176,22,2015-07-26,1.34,7695.34,2752.05,53.33
11177,23,2015-07-19,1.19,7688.92,3240.52,156.67
11178,24,2015-07-12,1.14,8970.72,4113.09,273.33
11179,25,2015-07-05,1.37,7883.53,2347.24,693.33
11180,26,2015-06-28,1.31,7676.74,2563.5,813.33
11181,27,2015-06-21,1.33,8892.2,2376.44,846.67
11182,28,2015-06-14,1.16,9840.34,4674.38,916.67
11183,29,2015-06-07,1.08,13703.15,7227.78,1443.33
11184,30,2015-05-31,0.98,18116.76,5832.6,1314.97
11185,31,2015-05-24,0.89,22034.63,6494.3,1124.5
11186,32,2015-05-17,0.92,21537.11,5021.28,1435.36
11187,33,2015-05-10,0.82,21425.19,8201.16,1230.0
11188,34,2015-05-03,0.88,21016.71,7456.62,1570.0
11189,35,2015-04-26,0.94,15271.18,4395.24,1243.33
11190,36,2015-04-19,1.05,10387.69,1404.12,976.03
11191,37,2015-04-12,1.03,10200.38,3390.27,735.94
11192,38,2015-04-05,1.42,6849.71,1598.42,953.33
11193,39,2015-03-29,1.51,6479.15,1051.79,956.67
11194,40,2015-03-22,1.36,5490.76,1219.93,233.33
11195,41,2015-03-15,1.5,6392.65,1559.9,1323.33
11196,42,2015-03-08,1.48,6050.63,2222.65,2096.67
11197,43,2015-03-01,1.33,6110.51,1493.57,873.33
11198,44,2015-02-22,1.36,4664.67,1120.72,860.0
11199,45,2015-02-15,1.46,4508.41,1185.72,1016.67
11200,46,2015-02-08,1.44,5184.57,1881.27,1583.33
11201,47,2015-02-01,1.5,4941.74,971.86,903.33
11202,48,2015-01-25,1.47,5411.77,1160.21,759.28
11203,49,2015-01-18,1.48,5621.32,1046.89,626.3
11204,50,2015-01-11,1.47,5128.06,979.65,806.48
11205,51,2015-01-04,1.39,4414.29,1597.26,1139.42
11206,0,2015-12-27,1.72,4946.4,80.97,80.97
11207,1,2015-12-20,1.68,5161.57,77.97,77.97
11208,2,2015-12-13,1.68,5141.65,158.56,158.56
11209,3,2015-12-06,1.43,7422.92,776.11,762.78
11210,4,2015-11-29,2.04,4643.81,178.76,112.09
11211,5,2015-11-22,1.79,4955.07,170.67,140.67
11212,6,2015-11-15,1.87,4984.88,83.7,54.81
11213,7,2015-11-08,1.8,5951.51,525.73,247.95
11214,8,2015-11-01,1.9,5479.7,66.29,66.29
11215,9,2015-10-25,1.86,5859.11,222.09,222.09
11216,10,2015-10-18,2.14,5469.71,193.49,193.49
11217,11,2015-10-11,2.1,5232.0,237.16,237.16
11218,12,2015-10-04,2.01,6005.54,179.5,179.5
11219,13,2015-09-27,1.95,5472.45,220.39,220.39
11220,14,2015-09-20,2.0,6595.69,171.38,171.38
11221,15,2015-09-13,2.02,6405.75,157.17,157.17
11222,16,2015-09-06,2.15,5975.27,78.36,78.36
11223,17,2015-08-30,2.1,6389.53,219.99,219.99
11224,18,2015-08-23,1.84,9578.9,498.62,498.62
11225,19,2015-08-16,2.09,7357.97,177.14,177.14
11226,20,2015-08-09,2.17,7260.07,290.72,290.72
11227,21,2015-08-02,2.1,6833.71,232.94,232.94
11228,22,2015-07-26,2.12,8182.86,172.05,172.05
11229,23,2015-07-19,1.98,9560.55,262.71,262.71
11230,24,2015-07-12,1.72,13720.73,425.97,425.97
11231,25,2015-07-05,1.86,9756.1,137.18,137.18
11232,26,2015-06-28,1.84,9219.97,253.79,253.79
11233,27,2015-06-21,1.82,9753.85,157.36,157.36
11234,28,2015-06-14,1.81,10339.48,197.92,197.92
11235,29,2015-06-07,1.85,9557.56,122.1,122.1
11236,30,2015-05-31,1.62,10430.71,199.72,199.72
11237,31,2015-05-24,1.62,11399.34,268.77,268.77
11238,32,2015-05-17,1.53,13045.36,351.88,351.88
11239,33,2015-05-10,1.3,27835.34,622.12,622.12
11240,34,2015-05-03,1.64,8315.7,189.77,189.77
11241,35,2015-04-26,1.62,9637.66,166.36,166.36
11242,36,2015-04-19,1.65,9164.67,148.8,148.8
11243,37,2015-04-12,1.65,8205.75,171.61,171.61
11244,38,2015-04-05,1.64,9013.89,102.84,102.84
11245,39,2015-03-29,1.64,9959.6,111.38,111.38
11246,40,2015-03-22,1.52,7875.19,91.41,91.41
11247,41,2015-03-15,1.63,9075.16,217.16,217.16
11248,42,2015-03-08,1.6,9666.61,160.07,160.07
11249,43,2015-03-01,1.22,45355.38,401.87,401.87
11250,44,2015-02-22,1.51,8785.09,152.2,148.87
11251,45,2015-02-15,1.63,7436.13,509.53,509.53
11252,46,2015-02-08,1.5,8676.28,1658.67,1658.67
11253,47,2015-02-01,1.22,13195.65,467.34,467.34
11254,48,2015-01-25,1.44,9707.59,674.59,674.59
11255,49,2015-01-18,1.13,37233.34,883.8,883.8
11256,50,2015-01-11,1.27,7598.26,321.28,321.28
11257,51,2015-01-04,1.33,9213.49,1158.45,1158.45
11258,0,2015-12-27,1.62,8704.72,1688.46,472.88
11259,1,2015-12-20,1.23,11727.34,5578.97,592.32
11260,2,2015-12-13,1.27,12242.29,6147.23,674.51
11261,3,2015-12-06,1.83,5564.87,544.7,541.37
11262,4,2015-11-29,1.87,7022.99,489.87,489.87
11263,5,2015-11-22,1.85,7438.22,408.21,397.37
11264,6,2015-11-15,1.68,8438.39,501.75,430.1
11265,7,2015-11-08,1.82,8902.22,666.19,499.65
11266,8,2015-11-01,1.64,9456.39,816.73,775.12
11267,9,2015-10-25,1.65,9164.19,567.17,561.7
11268,10,2015-10-18,1.85,7576.11,554.0,554.0
11269,11,2015-10-11,1.82,7472.6,491.27,491.27
11270,12,2015-10-04,1.85,8490.07,535.16,535.16
11271,13,2015-09-27,1.7,8898.69,420.25,420.25
11272,14,2015-09-20,1.69,10284.23,245.23,245.23
11273,15,2015-09-13,1.81,10361.87,599.48,596.15
11274,16,2015-09-06,1.85,9341.22,392.91,392.91
11275,17,2015-08-30,1.88,9085.45,422.88,422.88
11276,18,2015-08-23,1.74,10817.27,447.76,447.76
11277,19,2015-08-16,1.82,9064.11,745.58,745.58
11278,20,2015-08-09,1.82,8902.03,680.95,680.95
11279,21,2015-08-02,1.86,10242.52,592.09,592.09
11280,22,2015-07-26,1.71,10276.01,289.54,289.54
11281,23,2015-07-19,1.85,9159.44,346.97,346.97
11282,24,2015-07-12,1.81,9760.46,472.44,472.44
11283,25,2015-07-05,1.55,16352.08,538.73,538.73
11284,26,2015-06-28,1.55,12946.65,342.37,342.37
11285,27,2015-06-21,1.56,11055.46,491.48,491.48
11286,28,2015-06-14,1.53,11438.64,567.2,567.2
11287,29,2015-06-07,1.51,10372.71,888.83,888.83
11288,30,2015-05-31,1.49,10940.85,1111.4,1111.4
11289,31,2015-05-24,1.51,12044.14,624.33,624.33
11290,32,2015-05-17,1.48,10914.03,1003.67,1003.67
11291,33,2015-05-10,1.45,10480.68,1365.56,1365.56
11292,34,2015-05-03,1.41,10506.78,1594.37,1594.37
11293,35,2015-04-26,1.48,10698.67,1314.86,1314.86
11294,36,2015-04-19,1.52,10267.95,527.35,527.35
11295,37,2015-04-12,1.49,10665.71,545.09,545.09
11296,38,2015-04-05,1.53,11171.13,690.11,690.11
11297,39,2015-03-29,1.53,8962.77,604.66,604.66
11298,40,2015-03-22,1.16,12951.28,330.31,330.31
11299,41,2015-03-15,1.49,8349.37,343.16,343.16
11300,42,2015-03-08,1.48,9468.77,654.23,654.23
11301,43,2015-03-01,1.09,20407.13,904.68,904.68
11302,44,2015-02-22,1.44,11764.76,286.67,286.67
11303,45,2015-02-15,1.49,12775.39,688.45,688.45
11304,46,2015-02-08,1.29,15054.25,1111.58,1111.58
11305,47,2015-02-01,1.11,18623.99,1263.56,1263.56
11306,48,2015-01-25,1.26,11132.08,1416.96,1416.96
11307,49,2015-01-18,1.29,14473.73,1593.11,1593.11
11308,50,2015-01-11,1.05,20089.52,1025.96,1025.96
11309,51,2015-01-04,1.23,19089.36,828.81,828.81
11310,0,2015-12-27,1.88,14081.58,252.35,252.35
11311,1,2015-12-20,1.87,13703.79,140.51,140.51
11312,2,2015-12-13,1.94,13713.65,181.58,181.58
11313,3,2015-12-06,1.92,15144.79,125.6,125.6
11314,4,2015-11-29,2.58,13218.02,29.82,3.15
11315,5,2015-11-22,2.04,14355.23,64.6,37.93
11316,6,2015-11-15,2.02,17078.8,16.19,16.19
11317,7,2015-11-08,1.98,17886.78,57.75,51.08
11318,8,2015-11-01,2.01,17582.93,25.54,25.54
11319,9,2015-10-25,1.94,19311.21,15.98,15.98
11320,10,2015-10-18,2.79,12642.11,0.0,0.0
11321,11,2015-10-11,2.66,14031.73,0.0,0.0
11322,12,2015-10-04,2.59,15346.87,12.79,12.79
11323,13,2015-09-27,2.74,11798.62,54.35,54.35
11324,14,2015-09-20,2.79,15197.42,15.97,15.97
11325,15,2015-09-13,2.73,14802.78,3.19,3.19
11326,16,2015-09-06,2.73,15510.69,6.36,6.36
11327,17,2015-08-30,2.77,15201.2,22.12,22.12
11328,18,2015-08-23,2.71,15111.33,50.47,50.47
11329,19,2015-08-16,2.73,15289.67,15.75,15.75
11330,20,2015-08-09,2.72,15564.78,25.15,25.15
11331,21,2015-08-02,2.76,13936.04,28.25,28.25
11332,22,2015-07-26,2.75,15953.01,12.94,12.94
11333,23,2015-07-19,2.36,19558.81,0.0,0.0
11334,24,2015-07-12,2.09,23141.66,15.62,15.62
11335,25,2015-07-05,1.96,23306.75,18.75,18.75
11336,26,2015-06-28,1.96,19868.9,6.24,6.24
11337,27,2015-06-21,1.95,23502.62,18.91,15.58
11338,28,2015-06-14,1.95,23972.69,3.11,3.11
11339,29,2015-06-07,1.96,22886.87,21.79,21.79
11340,30,2015-05-31,1.54,24581.46,12.49,12.49
11341,31,2015-05-24,1.52,29319.95,24.96,24.96
11342,32,2015-05-17,1.53,31271.46,9.35,9.35
11343,33,2015-05-10,1.48,33676.05,46.73,46.73
11344,34,2015-05-03,1.55,29248.72,43.41,43.41
11345,35,2015-04-26,1.52,31950.47,40.24,40.24
11346,36,2015-04-19,1.55,28984.95,40.19,40.19
11347,37,2015-04-12,1.54,28220.45,0.0,0.0
11348,38,2015-04-05,1.55,26530.7,0.0,0.0
11349,39,2015-03-29,1.55,28094.96,6.18,6.18
11350,40,2015-03-22,1.34,21370.71,3.09,3.09
11351,41,2015-03-15,1.56,21389.7,15.41,15.41
11352,42,2015-03-08,1.56,20111.3,18.46,18.46
11353,43,2015-03-01,1.09,49820.01,21.5,21.5
11354,44,2015-02-22,1.39,37223.45,6.14,6.14
11355,45,2015-02-15,1.55,24986.4,177.33,177.33
11356,46,2015-02-08,1.35,27556.76,598.61,598.61
11357,47,2015-02-01,1.06,57802.02,227.71,227.71
11358,48,2015-01-25,1.34,27146.81,228.67,228.67
11359,49,2015-01-18,1.27,41482.48,356.67,356.67
11360,50,2015-01-11,1.12,29676.78,182.83,182.83
11361,51,2015-01-04,1.18,22630.58,426.67,426.67
11362,0,2015-12-27,1.51,21378.66,7660.58,80.12
11363,1,2015-12-20,1.55,22819.1,8875.36,51.94
11364,2,2015-12-13,1.03,53336.93,32953.27,51.55
11365,3,2015-12-06,2.06,16605.6,4284.23,11.87
11366,4,2015-11-29,2.06,17765.82,3681.07,31.44
11367,5,2015-11-22,1.14,64822.88,41765.88,115.51
11368,6,2015-11-15,1.5,27437.74,13405.12,290.22
11369,7,2015-11-08,1.46,31602.66,9094.97,470.08
11370,8,2015-11-01,1.25,55167.3,26235.9,9127.53
11371,9,2015-10-25,1.74,25757.73,9994.03,647.47
11372,10,2015-10-18,1.88,23132.95,6921.04,1027.09
11373,11,2015-10-11,1.75,26750.05,9225.2,2.96
11374,12,2015-10-04,1.73,34022.57,10033.67,5.91
11375,13,2015-09-27,1.75,24607.2,8491.96,2.95
11376,14,2015-09-20,1.97,17859.24,4558.14,2.95
11377,15,2015-09-13,2.11,22913.05,5386.56,14.75
11378,16,2015-09-06,1.99,23890.32,6968.5,2.95
11379,17,2015-08-30,1.58,48176.23,7026.39,0.0
11380,18,2015-08-23,1.9,34978.87,6493.48,0.0
11381,19,2015-08-16,1.7,47726.72,13138.3,0.0
11382,20,2015-08-09,1.96,27798.35,5313.22,0.0
11383,21,2015-08-02,2.04,26756.69,3353.31,0.0
11384,22,2015-07-26,2.2,27737.07,582.41,0.0
11385,23,2015-07-19,1.64,49484.06,5977.76,0.0
11386,24,2015-07-12,2.23,25100.98,85.19,0.0
11387,25,2015-07-05,1.98,29929.57,0.0,0.0
11388,26,2015-06-28,1.71,46229.47,0.0,0.0
11389,27,2015-06-21,1.75,38093.47,82.23,0.0
11390,28,2015-06-14,2.03,31901.63,349.08,0.0
11391,29,2015-06-07,2.01,33404.92,1059.29,0.0
11392,30,2015-05-31,1.65,53822.93,1507.71,0.0
11393,31,2015-05-24,1.85,30993.39,2584.1,0.0
11394,32,2015-05-17,1.81,33553.42,3929.89,0.0
11395,33,2015-05-10,1.66,37079.86,5171.12,0.0
11396,34,2015-05-03,1.56,37257.59,7694.62,14.56
11397,35,2015-04-26,1.66,39909.48,1598.25,0.0
11398,36,2015-04-19,1.76,36734.87,2225.84,0.0
11399,37,2015-04-12,1.59,61024.8,3461.98,2.52
11400,38,2015-04-05,1.92,29692.3,334.98,0.0
11401,39,2015-03-29,1.56,56106.52,3548.02,0.0
11402,40,2015-03-22,1.53,51355.58,2512.15,0.0
11403,41,2015-03-15,1.8,26717.98,203.43,0.0
11404,42,2015-03-08,1.62,47476.51,2048.14,0.0
11405,43,2015-03-01,1.71,24530.11,608.14,0.0
11406,44,2015-02-22,1.5,35183.3,615.25,0.0
11407,45,2015-02-15,1.59,37469.0,2753.93,116.04
11408,46,2015-02-08,1.4,54484.31,10993.0,586.67
11409,47,2015-02-01,1.44,40334.59,5911.89,406.67
11410,48,2015-01-25,1.7,29354.75,5108.01,453.33
11411,49,2015-01-18,1.45,44616.23,8161.49,216.67
11412,50,2015-01-11,1.46,46687.01,4620.02,223.33
11413,51,2015-01-04,1.49,33795.91,6252.15,452.73
11414,0,2015-12-27,1.71,3617.71,1546.58,1516.55
