,Unnamed: 0,Date,AveragePrice,Total Volume,TotalBags,SmallBags
3730,38,2016-04-03,1.36,254201.52,44760.42,44065.2
3731,39,2016-03-27,1.31,294602.42,56253.24,55053.66
3732,40,2016-03-20,1.17,373372.96,52331.09,51367.1
3733,41,2016-03-13,1.3,315394.32,57221.13,56230.93
3734,42,2016-03-06,1.27,311503.06,65211.98,64019.55
3735,43,2016-02-28,1.17,357504.15,45845.49,43903.95
3736,44,2016-02-21,1.28,288176.27,68867.16,66444.92
3737,45,2016-02-14,1.1,398441.13,65572.7,61273.21
3738,46,2016-02-07,1.16,393866.28,82126.77,78438.83
3739,47,2016-01-31,1.12,390134.81,62204.9,59996.16
3740,48,2016-01-24,1.27,317932.59,80380.98,75964.48
3741,49,2016-01-17,1.18,352472.83,82431.83,81352.4
3742,50,2016-01-10,1.26,284119.04,66704.52,64792.83
3743,51,2016-01-03,1.07,322752.02,42574.68,41477.93
3744,0,2016-12-25,0.72,1126850.62,314087.71,144114.79
3745,1,2016-12-18,0.63,1212933.22,374689.67,155393.61
3746,2,2016-12-11,0.73,1015973.91,322927.03,70239.25
3747,3,2016-12-04,0.71,1130895.62,259392.7,64285.15
3748,4,2016-11-27,0.82,854629.64,152336.04,81852.59
3749,5,2016-11-20,0.99,827345.76,153454.6,58525.46
3750,6,2016-11-13,1.05,828866.8,160654.4,61276.87
3751,7,2016-11-06,1.12,782911.25,181075.54,78827.53
3752,8,2016-10-30,1.15,709890.11,178835.52,47722.65
3753,9,2016-10-23,1.0,777847.84,258733.63,197398.04
3754,10,2016-10-16,0.98,992992.79,273443.74,132407.09
3755,11,2016-10-09,0.98,1075303.77,237898.56,121027.64
3756,12,2016-10-02,0.98,1023030.28,313380.47,129091.49
3757,13,2016-09-25,0.96,1027782.31,295221.28,101363.89
3758,14,2016-09-18,0.83,1127109.48,217768.72,126297.0
3759,15,2016-09-11,0.76,1217346.73,296612.09,216413.98
3760,16,2016-09-04,0.72,1351649.96,299530.29,208800.92
3761,17,2016-08-28,0.88,1021607.04,191046.47,124173.71
3762,18,2016-08-21,0.9,1046506.77,209488.34,132615.92
3763,19,2016-08-14,0.9,1015264.05,202874.17,123193.69
3764,20,2016-08-07,0.92,1040953.31,181492.43,121223.82
3765,21,2016-07-31,0.98,941066.42,185544.1,117560.96
3766,22,2016-07-24,0.96,985027.91,205929.97,163969.66
3767,23,2016-07-17,0.92,1006984.22,226639.14,189089.17
3768,24,2016-07-10,0.89,1101543.61,244423.19,201545.27
3769,25,2016-07-03,0.92,1189787.36,258144.75,201099.28
3770,26,2016-06-26,0.88,1186692.39,270448.4,165598.46
3771,27,2016-06-19,0.89,1153583.3,222759.79,139198.33
3772,28,2016-06-12,0.83,1209996.42,273843.76,114672.48
3773,29,2016-06-05,0.85,1182841.54,274331.53,92784.25
3774,30,2016-05-29,0.82,1128598.95,210963.89,91661.86
3775,31,2016-05-22,0.68,1378761.67,300936.48,125723.56
3776,32,2016-05-15,0.69,1343566.69,297271.58,102106.82
3777,33,2016-05-08,0.65,1406283.85,256951.77,107635.65
3778,34,2016-05-01,0.68,1308614.45,248418.78,84090.2
3779,35,2016-04-24,0.67,1393042.56,248948.86,100132.98
3780,36,2016-04-17,0.69,1310677.68,183796.91,119863.49
3781,37,2016-04-10,0.7,1271741.46,173260.43,117792.84
3782,38,2016-04-03,0.72,1256919.1,126062.26,56499.5
3783,39,2016-03-27,0.75,1345865.16,207270.07,75819.34
3784,40,2016-03-20,0.76,1162026.04,174441.26,62893.05
3785,41,2016-03-13,0.76,1136963.49,118307.48,63280.13
3786,42,2016-03-06,0.76,1091432.18,124113.86,77568.68
3787,43,2016-02-28,0.76,1048304.1,107660.71,77330.09
3788,44,2016-02-21,0.8,966990.9,109348.07,64626.95
3789,45,2016-02-14,0.67,1191352.2,128993.44,67726.6
3790,46,2016-02-07,0.69,1323490.25,166595.34,71538.94
3791,47,2016-01-31,0.74,1131583.12,137087.75,68193.77
3792,48,2016-01-24,0.91,867294.64,164744.0,83636.33
3793,49,2016-01-17,0.83,1071138.98,137305.67,82818.41
3794,50,2016-01-10,0.84,1095287.56,137695.4,78471.38
3795,51,2016-01-03,0.78,1061566.78,137334.77,87330.27
3796,0,2016-12-25,1.13,135848.61,65224.03,39632.2
3797,1,2016-12-18,1.19,122035.89,54127.92,33414.95
3798,2,2016-12-11,1.17,133480.18,59280.86,38874.39
3799,3,2016-12-04,1.18,144732.39,59705.84,34658.44
3800,4,2016-11-27,1.34,103728.7,50419.99,26198.63
3801,5,2016-11-20,1.29,124674.05,61251.87,28999.98
3802,6,2016-11-13,1.29,127579.36,60520.51,31532.27
3803,7,2016-11-06,1.37,126205.09,59969.03,30459.11
3804,8,2016-10-30,1.2,139574.84,67163.41,26068.96
3805,9,2016-10-23,1.31,142946.23,67155.19,28373.94
3806,10,2016-10-16,1.27,138921.48,65951.18,35703.64
3807,11,2016-10-09,1.2,143911.76,69111.17,36546.8
3808,12,2016-10-02,1.31,146709.18,63530.27,36081.38
3809,13,2016-09-25,1.39,150804.6,62987.8,37497.61
3810,14,2016-09-18,1.26,153211.68,66149.56,40788.78
3811,15,2016-09-11,1.29,157333.39,66047.33,44187.61
3812,16,2016-09-04,1.31,160672.02,64248.89,47772.68
3813,17,2016-08-28,1.27,167401.86,72728.68,49838.22
3814,18,2016-08-21,1.3,160968.73,68574.47,44089.82
3815,19,2016-08-14,1.27,169421.1,69794.85,39950.23
3816,20,2016-08-07,1.33,163338.94,58771.45,36453.98
3817,21,2016-07-31,1.27,159573.77,57005.96,34005.49
3818,22,2016-07-24,1.2,178389.87,71766.02,37248.18
3819,23,2016-07-17,1.08,195710.39,77052.47,39495.08
3820,24,2016-07-10,1.12,191786.29,70540.76,39858.04
3821,25,2016-07-03,1.1,205562.64,83304.4,47612.13
3822,26,2016-06-26,1.15,183555.06,63686.28,41778.41
3823,27,2016-06-19,1.13,193533.04,65841.38,34458.27
3824,28,2016-06-12,1.12,186723.32,58939.77,39160.04
3825,29,2016-06-05,1.05,208086.58,69362.61,39935.76
3826,30,2016-05-29,1.01,210386.61,74953.72,47279.19
3827,31,2016-05-22,0.87,214847.19,80833.0,46352.36
3828,32,2016-05-15,0.88,212806.58,79486.66,46726.38
3829,33,2016-05-08,0.93,228601.39,86105.83,54973.21
3830,34,2016-05-01,0.92,207488.02,72098.68,43567.48
3831,35,2016-04-24,0.95,217736.25,66499.09,32258.42
3832,36,2016-04-17,0.97,218237.53,64789.93,27683.11
3833,37,2016-04-10,1.07,168009.21,56628.87,29065.55
3834,38,2016-04-03,0.99,154098.59,52832.41,23047.8
3835,39,2016-03-27,0.99,195373.94,58411.98,26546.73
3836,40,2016-03-20,1.12,168886.56,48950.47,27044.14
3837,41,2016-03-13,1.03,179067.02,51700.53,28612.6
3838,42,2016-03-06,0.96,208283.71,55269.81,26420.61
3839,43,2016-02-28,0.99,188077.25,53212.38,26221.88
3840,44,2016-02-21,1.03,153498.43,42490.06,23611.07
3841,45,2016-02-14,0.83,219871.64,56767.53,27240.38
3842,46,2016-02-07,0.88,240237.26,53010.59,24152.64
3843,47,2016-01-31,0.98,175610.18,42036.06,20098.49
3844,48,2016-01-24,0.93,168035.39,49594.46,23374.52
3845,49,2016-01-17,0.97,171404.92,48123.72,26459.05
3846,50,2016-01-10,1.0,173238.2,49076.02,25431.42
3847,51,2016-01-03,0.95,184669.77,42882.96,15993.65
3848,0,2016-12-25,0.81,187804.02,85602.33,30893.35
3849,1,2016-12-18,0.84,162502.3,85182.32,26270.21
3850,2,2016-12-11,1.17,116052.47,64241.36,27971.11
3851,3,2016-12-04,0.89,206009.55,106806.67,33108.76
3852,4,2016-11-27,1.36,111672.0,59970.73,19808.01
3853,5,2016-11-20,1.36,117495.72,62411.5,22359.45
3854,6,2016-11-13,1.31,140702.87,66101.0,26430.57
3855,7,2016-11-06,1.41,127895.28,61904.85,16137.03
3856,8,2016-10-30,1.41,115122.47,56588.47,13461.45
3857,9,2016-10-23,1.35,119840.12,54087.47,11698.99
3858,10,2016-10-16,1.12,157329.41,72380.14,11681.16
3859,11,2016-10-09,1.31,135520.48,56960.37,16656.5
3860,12,2016-10-02,1.31,159576.97,75540.71,23304.77
3861,13,2016-09-25,1.26,158194.1,78666.12,29683.13
3862,14,2016-09-18,1.05,175928.62,76132.94,23455.33
3863,15,2016-09-11,1.1,150295.99,56941.52,22375.81
3864,16,2016-09-04,0.94,239246.03,76448.84,29049.1
3865,17,2016-08-28,1.14,177300.14,54397.34,29304.03
3866,18,2016-08-21,1.11,189700.13,62390.82,34193.62
3867,19,2016-08-14,1.11,206617.11,64486.48,22538.59
3868,20,2016-08-07,1.23,151751.97,50452.38,21944.34
3869,21,2016-07-31,1.23,152777.16,53079.47,25243.34
3870,22,2016-07-24,1.21,156316.92,46546.41,21263.41
3871,23,2016-07-17,1.22,165453.6,53463.51,25220.88
3872,24,2016-07-10,1.19,164680.49,51854.32,26529.02
3873,25,2016-07-03,0.93,272150.68,85214.59,37396.58
3874,26,2016-06-26,1.19,159128.77,51513.13,24644.39
3875,27,2016-06-19,0.94,226775.36,68201.62,23712.12
3876,28,2016-06-12,1.2,151428.59,46197.38,20061.78
3877,29,2016-06-05,0.95,221144.08,63559.36,19483.21
3878,30,2016-05-29,0.92,242168.85,63475.29,22104.57
3879,31,2016-05-22,1.17,160652.39,49846.53,20619.97
3880,32,2016-05-15,0.79,257370.46,98936.64,19409.71
3881,33,2016-05-08,0.8,224519.56,76357.84,30053.56
3882,34,2016-05-01,0.68,370646.01,130392.81,37625.8
3883,35,2016-04-24,0.8,267225.58,101191.7,21102.41
3884,36,2016-04-17,1.0,184827.45,64810.05,23218.07
3885,37,2016-04-10,0.8,261081.39,100368.94,19744.98
3886,38,2016-04-03,1.01,181662.16,69545.34,27121.05
3887,39,2016-03-27,1.06,158322.64,59753.37,19304.31
3888,40,2016-03-20,1.07,140301.04,54046.34,19113.11
3889,41,2016-03-13,0.81,241653.71,90340.85,18010.95
3890,42,2016-03-06,1.06,155654.59,57478.62,17429.08
3891,43,2016-02-28,0.77,253489.72,101696.85,23364.69
3892,44,2016-02-21,1.01,141335.89,55118.42,18439.32
3893,45,2016-02-14,0.95,151724.07,52633.55,20566.26
3894,46,2016-02-07,0.54,369757.62,120190.05,53302.46
3895,47,2016-01-31,1.04,151247.03,52205.58,21691.82
3896,48,2016-01-24,0.93,192194.31,56449.98,27533.11
3897,49,2016-01-17,1.21,118230.86,34620.94,21732.66
3898,50,2016-01-10,0.95,181584.67,48326.02,20677.59
3899,51,2016-01-03,1.09,148599.47,36100.97,20713.33
3900,0,2016-12-25,0.82,292038.68,133812.44,54017.79
3901,1,2016-12-18,0.81,297506.24,152694.4,58263.7
3902,2,2016-12-11,0.83,339328.92,193461.2,68316.82
3903,3,2016-12-04,0.91,315048.8,159255.05,49383.72
3904,4,2016-11-27,0.86,255656.46,104165.11,44172.65
3905,5,2016-11-20,1.12,237141.08,107473.92,54759.06
3906,6,2016-11-13,1.1,259546.55,105689.08,51797.1
3907,7,2016-11-06,1.2,225301.45,102969.69,52182.56
3908,8,2016-10-30,1.16,223089.05,105133.7,42630.66
3909,9,2016-10-23,1.13,254999.4,131224.48,47831.39
3910,10,2016-10-16,1.08,315743.92,170288.19,74347.08
3911,11,2016-10-09,1.16,276030.7,109404.8,66103.95
3912,12,2016-10-02,1.22,246512.99,102109.38,58716.07
3913,13,2016-09-25,1.2,242299.74,93098.13,51564.99
3914,14,2016-09-18,1.12,278479.43,97999.81,38957.13
3915,15,2016-09-11,0.89,378865.38,102083.44,46478.59
3916,16,2016-09-04,1.03,335179.78,101765.09,44439.65
3917,17,2016-08-28,1.03,288423.36,101564.24,55035.02
3918,18,2016-08-21,1.0,302708.43,104576.72,60675.79
3919,19,2016-08-14,1.08,295535.64,104855.59,63416.1
3920,20,2016-08-07,1.11,311533.3,102058.28,64258.99
3921,21,2016-07-31,1.17,284566.03,97037.84,59985.62
3922,22,2016-07-24,1.15,283863.44,106755.12,66233.39
3923,23,2016-07-17,1.08,283074.0,104643.98,71629.96
3924,24,2016-07-10,1.0,357786.69,126619.31,78101.14
3925,25,2016-07-03,1.0,362136.8,134714.83,88177.14
3926,26,2016-06-26,0.94,352406.76,135793.38,88463.16
3927,27,2016-06-19,0.91,364254.89,112153.0,64076.41
3928,28,2016-06-12,0.94,348022.24,107911.98,62277.55
3929,29,2016-06-05,0.89,410770.75,131582.61,55548.86
3930,30,2016-05-29,0.89,391993.97,132626.04,46240.64
3931,31,2016-05-22,0.93,318913.34,92121.46,37169.82
3932,32,2016-05-15,0.86,317621.52,77658.28,41031.25
3933,33,2016-05-08,0.83,427575.05,103538.03,46595.95
3934,34,2016-05-01,0.85,363104.7,116812.66,65345.85
3935,35,2016-04-24,0.83,359872.46,105547.31,45051.61
3936,36,2016-04-17,0.81,379464.47,118436.07,44934.52
3937,37,2016-04-10,0.87,354098.37,104096.73,48046.6
3938,38,2016-04-03,0.84,298710.72,70223.25,47115.04
3939,39,2016-03-27,0.85,314268.27,78949.28,41425.39
3940,40,2016-03-20,0.82,332283.27,73999.71,36410.06
3941,41,2016-03-13,0.79,344613.01,97396.92,41534.49
3942,42,2016-03-06,0.91,311402.83,78473.92,51367.6
3943,43,2016-02-28,0.86,316563.55,80667.2,43897.31
3944,44,2016-02-21,0.83,337403.05,85444.54,40526.02
3945,45,2016-02-14,0.79,371467.52,108879.52,47967.47
3946,46,2016-02-07,0.74,437746.54,93487.89,51889.28
3947,47,2016-01-31,0.92,285052.11,66196.35,48986.42
3948,48,2016-01-24,1.08,158978.46,61274.54,44326.23
3949,49,2016-01-17,0.88,289298.37,70185.24,42600.76
3950,50,2016-01-10,0.83,309217.44,73575.08,40601.67
3951,51,2016-01-03,0.8,332971.8,75612.72,36619.05
3952,0,2016-12-25,0.84,2641775.31,1111990.31,1032762.48
3953,1,2016-12-18,0.84,2377799.62,1040085.28,961115.47
3954,2,2016-12-11,0.75,2793917.73,1186205.93,1086150.77
3955,3,2016-12-04,0.78,2780629.1,1174453.48,1135570.69
3956,4,2016-11-27,1.01,2257271.18,924139.97,868269.44
3957,5,2016-11-20,1.1,2272023.15,874457.9,808238.28
3958,6,2016-11-13,1.29,1913492.61,709659.69,639521.18
3959,7,2016-11-06,1.52,1595013.07,551264.98,497726.49
3960,8,2016-10-30,1.48,1499286.88,522578.51,487013.41
3961,9,2016-10-23,1.23,2133563.24,893143.6,840269.44
3962,10,2016-10-16,1.17,2548687.86,1068748.68,996105.73
3963,11,2016-10-09,1.16,2766529.12,991797.73,915276.04
3964,12,2016-10-02,1.06,2865744.94,994232.7,931963.97
3965,13,2016-09-25,1.0,3007073.27,1146573.81,1087085.53
3966,14,2016-09-18,1.06,2589309.14,1076082.0,1008961.12
3967,15,2016-09-11,0.95,2939704.87,1138473.4,1065540.18
3968,16,2016-09-04,0.88,3431676.04,1351659.7,1295162.06
3969,17,2016-08-28,0.81,3563268.97,1497058.6,1436818.52
3970,18,2016-08-21,0.93,3086167.04,1283110.33,1204789.47
3971,19,2016-08-14,1.03,2879218.13,1149175.03,1066852.22
3972,20,2016-08-07,1.0,3094362.21,1256423.4,1158711.73
3973,21,2016-07-31,1.06,2826836.07,1231944.89,1135205.94
3974,22,2016-07-24,1.01,3033328.67,1156383.15,1073915.16
3975,23,2016-07-17,0.97,3092234.0,1175489.94,1079717.14
3976,24,2016-07-10,0.93,3293224.51,1315138.37,1201242.48
3977,25,2016-07-03,0.95,3449361.49,1278011.81,1147086.62
3978,26,2016-06-26,0.85,3258184.45,1201140.23,1091515.32
3979,27,2016-06-19,0.9,3237847.21,1208191.22,1102265.57
3980,28,2016-06-12,0.83,3248769.26,1173633.32,1064384.25
3981,29,2016-06-05,0.76,3715458.49,1347097.67,1196472.82
3982,30,2016-05-29,0.83,3203935.53,1185190.59,1038686.31
3983,31,2016-05-22,0.76,3134305.39,1178147.58,1068850.13
3984,32,2016-05-15,0.82,2866855.58,993144.09,871562.92
3985,33,2016-05-08,0.64,3942054.31,1487758.56,1104179.23
3986,34,2016-05-01,0.62,3863314.25,1360962.1,1011875.96
3987,35,2016-04-24,0.75,3136882.52,1213749.06,1010395.4
3988,36,2016-04-17,0.76,3185230.67,1195781.42,1114858.82
3989,37,2016-04-10,0.77,3288356.88,1346016.57,1196713.63
3990,38,2016-04-03,0.82,2793982.31,1143033.52,980989.7
3991,39,2016-03-27,0.73,3467762.25,1554657.62,1349458.59
3992,40,2016-03-20,0.74,3374876.94,1454007.19,1301235.1
3993,41,2016-03-13,0.79,2987393.94,1466035.64,1318493.96
3994,42,2016-03-06,0.76,3138836.66,1546848.2,1369895.1
3995,43,2016-02-28,0.72,3332578.34,1673998.56,1459896.71
3996,44,2016-02-21,0.76,3232888.65,1635522.98,1501295.38
3997,45,2016-02-14,0.65,3664088.6,1804698.09,1567442.4
3998,46,2016-02-07,0.58,4982700.11,2173800.76,1911608.83
3999,47,2016-01-31,0.74,3197788.06,1396553.06,1288253.52
4000,48,2016-01-24,0.76,3173509.36,1635492.01,1520603.55
4001,49,2016-01-17,0.76,2952576.85,1209128.53,1079975.41
4002,50,2016-01-10,0.74,3172437.94,1439004.38,1228427.24
4003,51,2016-01-03,0.64,3967109.33,1652275.88,1415836.57
4004,0,2016-12-25,1.01,81833.86,45081.61,16333.36
4005,1,2016-12-18,1.1,67720.14,32392.82,13133.96
4006,2,2016-12-11,0.79,105228.6,59340.39,11915.91
4007,3,2016-12-04,0.83,127200.91,64624.96,11670.33
4008,4,2016-11-27,1.26,57765.51,29914.55,10325.65
4009,5,2016-11-20,1.43,59210.76,28565.6,11694.68
4010,6,2016-11-13,1.34,64958.65,32830.33,11501.96
4011,7,2016-11-06,1.27,70881.52,34375.02,9517.5
4012,8,2016-10-30,1.28,70137.79,32759.59,7816.19
4013,9,2016-10-23,1.23,75593.36,36235.03,10839.29
4014,10,2016-10-16,1.1,81707.99,42370.56,11941.35
4015,11,2016-10-09,1.15,78262.36,39414.77,11916.09
4016,12,2016-10-02,1.24,75004.32,36013.49,12611.79
4017,13,2016-09-25,1.37,75513.07,31403.9,13833.11
4018,14,2016-09-18,1.26,87633.41,35990.23,13498.21
4019,15,2016-09-11,1.21,90086.4,34359.07,13618.85
4020,16,2016-09-04,1.11,82940.98,33709.14,14894.92
4021,17,2016-08-28,1.13,82663.2,31168.69,15323.61
4022,18,2016-08-21,1.16,89370.33,36614.37,16968.15
4023,19,2016-08-14,1.25,85551.19,28610.14,17081.33
4024,20,2016-08-07,1.3,80997.55,22911.49,13895.19
4025,21,2016-07-31,1.24,86030.88,28860.8,13632.0
4026,22,2016-07-24,1.19,95001.32,33248.98,15345.04
4027,23,2016-07-17,1.13,101963.67,37247.17,14971.4
4028,24,2016-07-10,1.15,94591.67,27508.84,15928.78
4029,25,2016-07-03,1.0,106600.14,37754.75,18047.85
4030,26,2016-06-26,1.06,98077.6,35166.16,16663.76
4031,27,2016-06-19,1.09,98289.94,36192.16,13083.05
4032,28,2016-06-12,1.16,84926.73,26504.44,14528.1
4033,29,2016-06-05,1.09,99179.74,30981.67,15423.24
4034,30,2016-05-29,0.99,109060.73,32892.46,14675.3
4035,31,2016-05-22,0.91,113794.41,31828.7,13628.45
4036,32,2016-05-15,0.86,106278.64,34845.87,12021.77
4037,33,2016-05-08,0.86,139475.75,42225.16,12978.51
4038,34,2016-05-01,0.88,128108.76,39768.49,12605.87
4039,35,2016-04-24,0.93,92553.22,30678.2,14568.44
4040,36,2016-04-17,0.92,95475.44,27960.01,12091.67
4041,37,2016-04-10,0.9,83504.74,29025.84,12371.06
4042,38,2016-04-03,0.85,91459.57,32843.31,9614.81
4043,39,2016-03-27,0.89,120080.36,37475.35,12424.3
4044,40,2016-03-20,0.95,123442.1,38294.49,12950.94
4045,41,2016-03-13,1.07,79810.59,27302.26,12899.12
4046,42,2016-03-06,1.02,88102.95,27495.46,12369.98
4047,43,2016-02-28,0.94,102196.72,30991.73,11801.35
4048,44,2016-02-21,0.86,114817.03,34589.25,10663.72
4049,45,2016-02-14,0.86,124650.69,36286.13,12729.87
4050,46,2016-02-07,0.85,148704.27,37569.11,12782.1
4051,47,2016-01-31,0.92,101620.12,24284.78,10918.75
4052,48,2016-01-24,0.89,120304.63,36340.25,14236.98
4053,49,2016-01-17,0.9,83687.48,30531.83,14859.65
4054,50,2016-01-10,0.89,99956.44,32007.63,14248.08
4055,51,2016-01-03,0.88,116363.51,33519.79,11090.3
4056,0,2016-12-25,0.97,648358.72,241483.47,87168.19
4057,1,2016-12-18,0.97,662655.37,263398.89,81459.0
4058,2,2016-12-11,1.39,446139.65,171099.44,67684.21
4059,3,2016-12-04,0.98,728191.35,287179.37,89646.48
4060,4,2016-11-27,1.49,405085.56,155704.79,61614.63
4061,5,2016-11-20,1.52,461236.74,179091.1,70029.31
4062,6,2016-11-13,1.43,478305.06,181060.53,74065.08
4063,7,2016-11-06,1.51,426159.64,152718.73,53017.4
4064,8,2016-10-30,1.57,403657.05,136321.14,41406.6
4065,9,2016-10-23,1.59,437488.84,147722.52,39215.23
4066,10,2016-10-16,1.28,537970.39,188073.62,42989.0
4067,11,2016-10-09,1.49,410181.24,144771.77,50604.58
4068,12,2016-10-02,1.51,539574.59,192008.26,71779.19
4069,13,2016-09-25,1.43,558552.18,199055.52,80169.65
4070,14,2016-09-18,1.19,541030.4,199649.78,83963.06
4071,15,2016-09-11,1.2,480734.81,164398.1,77110.61
4072,16,2016-09-04,0.97,862396.26,195957.73,88544.91
4073,17,2016-08-28,1.22,558828.81,136304.2,86796.76
4074,18,2016-08-21,1.23,565825.46,139897.99,82057.39
4075,19,2016-08-14,1.17,695230.59,151955.56,62925.48
4076,20,2016-08-07,1.25,515183.39,136948.52,80129.25
4077,21,2016-07-31,1.3,496508.86,136252.61,75629.17
4078,22,2016-07-24,1.28,520496.36,137697.06,78153.46
4079,23,2016-07-17,1.24,516716.17,139061.33,79192.74
4080,24,2016-07-10,1.24,566889.77,146649.5,87649.94
4081,25,2016-07-03,0.96,868986.46,204708.68,95020.96
4082,26,2016-06-26,1.25,540206.17,125821.73,78005.81
4083,27,2016-06-19,0.99,812334.69,155335.84,67085.44
4084,28,2016-06-12,1.28,503076.75,123689.03,59675.53
4085,29,2016-06-05,0.99,786071.68,162385.1,56515.95
4086,30,2016-05-29,0.97,849097.69,168482.96,64610.91
4087,31,2016-05-22,1.26,497819.63,120114.71,56006.36
4088,32,2016-05-15,0.88,889357.25,252980.9,64835.66
4089,33,2016-05-08,1.01,653844.27,166546.74,70856.95
4090,34,2016-05-01,0.79,1078794.69,291295.59,71215.05
4091,35,2016-04-24,0.88,896845.48,248999.46,61116.97
4092,36,2016-04-17,1.12,558953.75,159540.47,62016.44
