,Unnamed: 0,Date,AveragePrice,Total Volume,TotalBags,SmallBags
14676,39,2016-03-27,1.39,208015.17,99211.43,24069.73
14677,40,2016-03-20,0.99,380211.61,260466.17,36003.44
14678,41,2016-03-13,1.0,344775.17,227879.93,60151.34
14679,42,2016-03-06,0.96,356224.38,244359.95,97380.11
14680,43,2016-02-28,1.42,183804.74,80916.32,51887.57
14681,44,2016-02-21,1.37,163120.64,90356.64,45278.4
14682,45,2016-02-14,1.07,292307.61,189556.19,25453.95
14683,46,2016-02-07,1.22,196570.63,118225.74,52341.87
14684,47,2016-01-31,1.23,216330.45,134649.92,46628.66
14685,48,2016-01-24,1.27,184872.75,105778.95,43105.63
14686,49,2016-01-17,1.27,190161.43,102367.71,20133.83
14687,50,2016-01-10,1.09,255091.59,156750.25,21108.02
14688,51,2016-01-03,1.41,171841.15,88711.81,15175.56
14689,0,2016-12-25,1.31,17382.2,12881.27,12843.07
14690,1,2016-12-18,1.34,11406.5,7857.31,7819.17
14691,2,2016-12-11,1.54,13227.83,8599.83,8510.92
14692,3,2016-12-04,1.82,9895.04,6620.32,6533.87
14693,4,2016-11-27,1.72,9783.93,6345.98,6307.59
14694,5,2016-11-20,1.75,11140.07,5861.83,5848.5
14695,6,2016-11-13,1.59,14666.55,9512.9,9443.44
14696,7,2016-11-06,2.01,8433.01,1861.76,1804.65
14697,8,2016-10-30,2.57,5647.48,180.0,176.67
14698,9,2016-10-23,2.27,4582.72,333.34,333.34
14699,10,2016-10-16,2.93,5373.88,1179.4,1146.07
14700,11,2016-10-09,2.35,6223.98,2030.58,1993.91
14701,12,2016-10-02,2.79,5562.0,1129.94,1116.94
14702,13,2016-09-25,2.83,4984.76,1276.93,1231.67
14703,14,2016-09-18,1.77,10726.53,6675.44,6399.23
14704,15,2016-09-11,1.87,13156.18,7728.36,5526.32
14705,16,2016-09-04,1.82,14809.52,8422.41,4847.6
14706,17,2016-08-28,1.69,13652.91,8689.07,5137.77
14707,18,2016-08-21,1.76,15357.93,8869.59,4720.0
14708,19,2016-08-14,1.72,16857.19,10810.09,6816.67
14709,20,2016-08-07,1.78,17562.46,10755.98,6086.67
14710,21,2016-07-31,1.84,16389.34,9746.03,5696.67
14711,22,2016-07-24,1.99,16025.11,7853.01,3647.77
14712,23,2016-07-17,1.89,20129.64,10634.11,5736.67
14713,24,2016-07-10,1.65,23418.88,12442.85,5753.33
14714,25,2016-07-03,1.43,22964.25,11225.83,3343.33
14715,26,2016-06-26,1.38,21667.76,9936.85,4803.33
14716,27,2016-06-19,1.37,18402.19,5105.51,2193.34
14717,28,2016-06-12,1.36,19518.92,3996.12,2191.79
14718,29,2016-06-05,1.29,24167.8,9241.13,5613.33
14719,30,2016-05-29,1.35,47067.58,9409.95,6003.34
14720,31,2016-05-22,1.36,30983.48,10816.09,4708.3
14721,32,2016-05-15,1.25,50809.3,15155.37,5948.7
14722,33,2016-05-08,1.1,41244.99,12940.69,7111.59
14723,34,2016-05-01,1.09,52358.11,7750.19,5167.45
14724,35,2016-04-24,1.36,38767.82,9898.95,5774.63
14725,36,2016-04-17,1.36,37885.9,9932.09,5036.29
14726,37,2016-04-10,1.31,21561.29,10498.26,8558.96
14727,38,2016-04-03,1.29,20698.7,11561.28,10538.62
14728,39,2016-03-27,1.41,17528.02,7769.4,7268.06
14729,40,2016-03-20,1.47,15705.35,6190.43,6185.08
14730,41,2016-03-13,1.3,18611.51,8429.73,8365.7
14731,42,2016-03-06,1.32,18916.59,10784.53,10704.67
14732,43,2016-02-28,1.36,16034.56,8918.03,8879.53
14733,44,2016-02-21,1.48,14413.74,8235.69,7090.72
14734,45,2016-02-14,1.39,15805.58,9308.34,6330.13
14735,46,2016-02-07,1.49,13712.44,8024.09,7913.5
14736,47,2016-01-31,1.64,11626.56,5973.29,5957.67
14737,48,2016-01-24,1.47,12171.04,5951.18,5852.36
14738,49,2016-01-17,1.45,13237.48,6519.99,6447.25
14739,50,2016-01-10,1.37,12647.9,6962.6,6780.56
14740,51,2016-01-03,1.58,9667.05,5047.14,4651.16
14741,0,2017-12-31,1.46,3463.85,3247.57,3247.57
14742,1,2017-12-24,1.58,3694.13,3335.06,3335.06
14743,2,2017-12-17,1.43,3513.77,3267.01,3267.01
14744,3,2017-12-10,1.45,3779.98,3499.8,3499.8
14745,4,2017-12-03,1.44,3577.04,3151.94,3151.94
14746,5,2017-11-26,1.57,2841.29,2631.39,2631.39
14747,6,2017-11-19,1.75,2506.38,2253.4,2250.07
14748,7,2017-11-12,1.71,2664.62,2418.91,2418.91
14749,8,2017-11-05,1.5,3425.86,3358.16,3358.16
14750,9,2017-10-29,1.38,5583.79,5390.18,5390.18
14751,10,2017-10-22,1.49,4337.67,4065.32,4061.99
14752,11,2017-10-15,1.47,4522.84,4266.7,4266.7
14753,12,2017-10-08,1.4,5229.43,4864.76,4864.76
14754,13,2017-10-01,1.59,3423.95,3242.51,3242.51
14755,14,2017-09-24,1.42,3627.18,3475.05,3475.05
14756,15,2017-09-17,1.55,3431.2,3185.78,3185.78
14757,16,2017-09-10,1.78,3139.84,2898.07,2894.74
14758,17,2017-09-03,2.0,2022.0,1655.09,1655.09
14759,18,2017-08-27,1.91,2525.28,2270.59,2270.59
14760,19,2017-08-20,1.86,2584.08,2379.05,2379.05
14761,20,2017-08-13,1.9,2259.92,2009.77,2009.77
14762,21,2017-08-06,1.98,2576.49,2205.29,2205.29
14763,22,2017-07-30,1.67,2503.82,2355.57,2355.57
14764,23,2017-07-23,1.42,4233.61,4046.83,4046.83
14765,24,2017-07-16,1.87,2889.03,2458.98,2458.98
14766,25,2017-07-09,2.0,1883.1,1657.14,1657.14
14767,26,2017-07-02,2.03,2268.86,1931.41,1931.41
14768,27,2017-06-25,2.13,2898.81,2460.75,2460.75
14769,28,2017-06-18,2.03,3185.1,2551.7,2551.7
14770,29,2017-06-11,2.04,2719.24,2449.04,2449.04
14771,30,2017-06-04,1.63,3771.39,3364.07,3364.07
14772,31,2017-05-28,1.87,3365.45,3008.64,3008.64
14773,32,2017-05-21,1.84,3184.37,2778.99,2778.99
14774,33,2017-05-14,1.57,4270.28,3775.42,3775.42
14775,34,2017-05-07,1.79,2897.23,2492.56,2492.56
14776,35,2017-04-30,1.74,3046.63,2377.54,2377.54
14777,36,2017-04-23,1.92,2087.6,1794.79,1794.79
14778,37,2017-04-16,1.85,2886.48,2416.82,2416.82
14779,38,2017-04-09,1.92,2209.82,1860.5,1860.5
14780,39,2017-04-02,1.86,3492.87,2245.04,2245.04
14781,40,2017-03-26,2.02,2250.22,1820.41,1820.41
14782,41,2017-03-19,1.87,2763.38,2084.26,2084.26
14783,42,2017-03-12,1.97,2001.95,1671.8,1671.8
14784,43,2017-03-05,1.84,2228.14,1778.35,1778.35
14785,44,2017-02-26,1.71,2185.96,1437.55,1437.55
14786,45,2017-02-19,1.67,2523.56,1332.65,1332.65
14787,46,2017-02-12,1.78,1806.4,1516.31,1516.31
14788,47,2017-02-05,1.72,1753.35,1503.27,1503.27
14789,48,2017-01-29,1.86,1795.81,1640.14,1640.14
14790,49,2017-01-22,1.82,1897.07,1690.0,1690.0
14791,50,2017-01-15,1.84,1982.65,1572.33,1572.33
14792,51,2017-01-08,1.94,2229.52,1687.75,1687.75
14793,52,2017-01-01,1.87,1376.7,1112.42,1112.42
14794,0,2017-12-31,1.28,17217.91,13412.45,11486.03
14795,1,2017-12-24,1.59,15311.1,10539.18,9273.56
14796,2,2017-12-17,1.59,11548.46,7700.56,5440.12
14797,3,2017-12-10,1.63,13300.51,9412.64,5748.61
14798,4,2017-12-03,1.62,10609.29,6345.21,5731.0
14799,5,2017-11-26,1.66,11834.89,7627.72,6495.07
14800,6,2017-11-19,1.62,10393.69,5966.08,5612.89
14801,7,2017-11-12,1.8,12115.78,7656.79,6474.29
14802,8,2017-11-05,1.86,11588.38,7454.67,5330.44
14803,9,2017-10-29,2.04,15731.26,11623.49,5403.29
14804,10,2017-10-22,2.06,14351.98,9638.28,5432.51
14805,11,2017-10-15,2.23,11405.18,6321.48,5368.04
14806,12,2017-10-08,2.55,12275.61,7368.43,6809.48
14807,13,2017-10-01,2.75,13557.58,8289.35,4856.11
14808,14,2017-09-24,2.56,18912.3,13336.4,4252.99
14809,15,2017-09-17,2.54,17292.22,11706.76,4932.3
14810,16,2017-09-10,2.59,13955.66,7424.77,4617.04
14811,17,2017-09-03,2.59,17990.83,11863.96,3850.84
14812,18,2017-08-27,2.59,13910.32,6352.94,2356.85
14813,19,2017-08-20,2.18,17338.42,9829.24,8159.53
14814,20,2017-08-13,2.14,14533.65,8617.26,8579.26
14815,21,2017-08-06,1.97,13998.62,7904.94,5936.32
14816,22,2017-07-30,1.78,15501.08,8932.01,4879.96
14817,23,2017-07-23,1.85,17588.07,9430.99,4594.8
14818,24,2017-07-16,1.89,14396.43,6267.17,2880.81
14819,25,2017-07-09,1.61,22122.61,11293.91,4751.26
14820,26,2017-07-02,1.53,23108.17,13432.73,3832.88
14821,27,2017-06-25,1.31,30581.47,22140.63,4645.5
14822,28,2017-06-18,1.49,23485.92,13333.23,4532.28
14823,29,2017-06-11,1.06,33969.35,26199.69,4281.35
14824,30,2017-06-04,1.44,20445.39,13054.19,2610.58
14825,31,2017-05-28,1.59,19501.92,11678.94,979.75
14826,32,2017-05-21,1.38,21857.76,13076.07,1010.73
14827,33,2017-05-14,1.46,15466.97,7470.69,239.81
14828,34,2017-05-07,1.37,18229.58,9910.46,238.99
14829,35,2017-04-30,1.59,15041.91,5997.42,194.73
14830,36,2017-04-23,1.63,13269.05,4490.33,147.22
14831,37,2017-04-16,1.27,16411.1,7783.83,278.87
14832,38,2017-04-09,0.91,24438.67,17297.75,1629.46
14833,39,2017-04-02,1.26,16943.34,9330.87,636.1
14834,40,2017-03-26,1.27,16209.23,8751.93,146.67
14835,41,2017-03-19,1.23,11754.42,5341.28,125.41
14836,42,2017-03-12,0.9,18563.32,11639.63,189.89
14837,43,2017-03-05,0.62,32292.39,26038.74,342.28
14838,44,2017-02-26,0.64,24322.77,19716.18,150.0
14839,45,2017-02-19,1.06,11866.71,7076.71,85.62
14840,46,2017-02-12,1.07,11072.75,5925.53,200.31
14841,47,2017-02-05,1.28,9685.15,4057.92,35.71
14842,48,2017-01-29,1.53,7330.86,2046.56,5.58
14843,49,2017-01-22,1.62,7484.99,1624.61,2.79
14844,50,2017-01-15,1.62,6291.29,1579.3,0.0
14845,51,2017-01-08,1.74,8244.17,1471.6,0.0
14846,52,2017-01-01,1.81,5342.85,1523.17,5.55
14847,0,2017-12-31,1.53,40942.37,31683.22,31680.42
14848,1,2017-12-24,1.56,35540.32,28645.46,28639.86
14849,2,2017-12-17,1.58,34581.64,26221.3,26217.97
14850,3,2017-12-10,1.51,41451.11,32463.24,32436.83
14851,4,2017-12-03,1.58,38753.69,29392.42,29382.7
14852,5,2017-11-26,1.69,31688.93,23895.93,23890.38
14853,6,2017-11-19,1.8,28942.29,20851.62,20843.85
14854,7,2017-11-12,1.81,33641.31,25568.09,25558.09
14855,8,2017-11-05,1.84,35881.7,26617.59,26614.26
14856,9,2017-10-29,1.81,37155.43,26947.33,26934.0
14857,10,2017-10-22,1.64,47486.93,36344.94,36343.5
14858,11,2017-10-15,1.6,56559.22,46728.63,46728.63
14859,12,2017-10-08,1.5,67233.45,57497.46,57494.13
14860,13,2017-10-01,1.62,48973.13,40208.86,40203.04
14861,14,2017-09-24,1.53,62464.93,53451.75,53451.75
14862,15,2017-09-17,1.54,59452.63,49340.34,49340.34
14863,16,2017-09-10,1.59,63283.62,52159.5,52159.5
14864,17,2017-09-03,1.68,58736.24,45723.15,45723.15
14865,18,2017-08-27,1.82,41523.58,28684.68,28684.68
14866,19,2017-08-20,1.75,39133.75,29821.18,29816.74
14867,20,2017-08-13,1.66,40536.12,32534.94,32534.94
14868,21,2017-08-06,1.65,41701.43,29433.81,29420.48
14869,22,2017-07-30,1.6,41846.93,32243.06,32243.06
14870,23,2017-07-23,1.51,50322.79,40595.0,40588.34
14871,24,2017-07-16,1.57,37981.09,32131.72,32131.72
14872,25,2017-07-09,2.26,18665.31,9689.46,9685.02
14873,26,2017-07-02,2.2,23687.44,9867.11,9863.78
14874,27,2017-06-25,2.21,22445.91,10467.94,10461.28
14875,28,2017-06-18,2.2,22845.26,9961.46,9958.13
14876,29,2017-06-11,2.17,23607.15,10531.32,10531.32
14877,30,2017-06-04,2.15,26345.64,11178.38,11174.92
14878,31,2017-05-28,2.18,24730.84,10509.46,10503.91
14879,32,2017-05-21,2.2,23209.1,10985.3,10985.3
14880,33,2017-05-14,2.11,25181.71,11179.41,11171.14
14881,34,2017-05-07,2.13,21753.01,10583.6,10561.56
14882,35,2017-04-30,2.15,25696.88,12112.09,12103.86
14883,36,2017-04-23,2.14,24138.64,11664.66,11661.91
14884,37,2017-04-16,1.96,24454.71,10953.73,10925.78
14885,38,2017-04-09,1.89,19114.94,7615.41,7604.51
14886,39,2017-04-02,1.97,23194.42,9779.49,9768.59
14887,40,2017-03-26,1.97,20770.15,9434.42,9418.09
14888,41,2017-03-19,2.06,18537.54,9961.54,9943.79
14889,42,2017-03-12,2.12,17418.01,9020.02,8997.94
14890,43,2017-03-05,1.97,18082.67,8567.72,8562.17
14891,44,2017-02-26,1.93,16773.14,7906.03,7897.78
14892,45,2017-02-19,1.81,21623.61,9158.51,9074.7
14893,46,2017-02-12,1.85,18596.41,9808.63,9707.07
14894,47,2017-02-05,1.85,17974.51,9787.59,9782.06
14895,48,2017-01-29,1.85,17293.49,8095.38,8090.55
14896,49,2017-01-22,1.85,18486.41,8860.38,8826.54
14897,50,2017-01-15,1.82,20759.34,10659.39,10651.09
14898,51,2017-01-08,1.85,17989.43,8539.96,8534.42
14899,52,2017-01-01,1.92,13901.46,5857.48,5857.48
14900,0,2017-12-31,1.72,2017.17,1292.72,213.18
14901,1,2017-12-24,1.44,3029.24,2318.67,388.73
14902,2,2017-12-17,1.79,1797.04,1216.67,264.39
14903,3,2017-12-10,1.76,2237.32,1618.35,463.07
14904,4,2017-12-03,1.77,1829.41,1407.39,351.95
14905,5,2017-11-26,1.47,2741.2,2071.89,402.45
14906,6,2017-11-19,1.85,1863.13,1268.27,46.42
14907,7,2017-11-12,1.88,1869.21,1338.16,356.27
14908,8,2017-11-05,2.33,1886.42,1336.9,383.32
14909,9,2017-10-29,2.34,1962.54,1399.22,382.29
14910,10,2017-10-22,2.41,1631.8,1047.27,127.12
14911,11,2017-10-15,2.62,1563.12,1005.63,119.61
14912,12,2017-10-08,2.78,1655.56,1019.18,96.57
14913,13,2017-10-01,2.79,1373.11,841.3,40.17
14914,14,2017-09-24,2.64,1411.83,813.01,75.19
14915,15,2017-09-17,2.65,1491.87,860.9,152.33
14916,16,2017-09-10,2.63,1600.11,984.09,174.77
14917,17,2017-09-03,2.71,1855.43,1127.38,133.37
14918,18,2017-08-27,2.75,1643.45,1028.88,199.13
14919,19,2017-08-20,2.62,1661.6,931.28,90.24
14920,20,2017-08-13,2.32,1816.79,1143.0,186.3
14921,21,2017-08-06,2.21,2091.16,1413.21,470.88
14922,22,2017-07-30,2.21,2033.48,1259.93,408.51
14923,23,2017-07-23,2.23,2197.65,1599.46,481.59
14924,24,2017-07-16,2.26,2647.32,1892.88,440.28
14925,25,2017-07-09,1.58,3526.39,2698.74,504.14
14926,26,2017-07-02,1.92,2765.03,1611.94,539.92
14927,27,2017-06-25,2.09,2373.02,1384.44,575.45
14928,28,2017-06-18,1.55,3263.02,2470.1,473.75
14929,29,2017-06-11,1.27,4375.53,3714.34,558.63
14930,30,2017-06-04,1.27,4579.54,3855.75,635.33
14931,31,2017-05-28,1.22,4468.0,3769.63,608.14
14932,32,2017-05-21,1.27,3897.02,3221.33,557.73
14933,33,2017-05-14,1.27,4103.97,3414.86,527.77
14934,34,2017-05-07,1.17,4483.61,3837.31,387.11
14935,35,2017-04-30,1.22,3943.0,3319.84,496.34
14936,36,2017-04-23,1.23,3316.33,2734.25,340.94
14937,37,2017-04-16,1.23,3493.39,2889.66,374.5
14938,38,2017-04-09,1.18,3514.61,2971.01,370.0
14939,39,2017-04-02,0.82,4767.59,4073.87,300.0
14940,40,2017-03-26,0.81,4448.99,3898.46,233.33
14941,41,2017-03-19,1.25,2665.45,2119.9,454.72
14942,42,2017-03-12,1.16,2918.06,2427.36,240.87
14943,43,2017-03-05,0.72,4667.26,4044.59,171.7
14944,44,2017-02-26,1.15,2949.49,2534.69,659.44
14945,45,2017-02-19,1.65,2104.05,1689.17,1166.92
14946,46,2017-02-12,1.58,2375.9,1928.73,1244.86
14947,47,2017-02-05,0.95,3143.96,2802.2,679.58
14948,48,2017-01-29,1.06,3212.37,2745.05,623.74
14949,49,2017-01-22,1.06,3083.38,2629.81,639.29
14950,50,2017-01-15,1.06,3071.87,2614.8,508.41
14951,51,2017-01-08,1.04,4137.35,3549.27,632.37
14952,52,2017-01-01,1.05,2823.82,2455.19,577.91
14953,0,2017-12-31,1.86,25275.08,22469.27,20109.15
14954,1,2017-12-24,1.83,25639.14,23886.01,23597.12
14955,2,2017-12-17,1.82,24904.99,23353.45,19173.91
14956,3,2017-12-10,1.74,26314.71,24758.26,19905.51
14957,4,2017-12-03,1.88,21338.43,19943.22,18266.31
14958,5,2017-11-26,1.81,21588.38,20461.65,19514.31
14959,6,2017-11-19,1.81,26149.55,24884.7,21415.53
14960,7,2017-11-12,1.87,26148.28,24694.63,21304.78
14961,8,2017-11-05,1.95,28626.61,27073.04,25996.99
14962,9,2017-10-29,1.83,34011.21,32778.25,32401.82
14963,10,2017-10-22,1.58,34913.38,33327.3,33327.3
14964,11,2017-10-15,1.6,37877.39,36442.28,36442.28
14965,12,2017-10-08,1.56,30044.2,28925.15,28907.37
14966,13,2017-10-01,1.61,26718.67,25573.32,25559.99
14967,14,2017-09-24,1.56,31132.88,30128.96,30124.52
14968,15,2017-09-17,1.56,31066.35,29790.65,29698.52
14969,16,2017-09-10,1.74,25480.22,24383.4,23213.93
14970,17,2017-09-03,1.76,22577.26,21684.54,20203.75
14971,18,2017-08-27,1.75,22339.0,21170.7,20161.43
14972,19,2017-08-20,1.72,22954.83,21687.97,18683.96
14973,20,2017-08-13,1.77,18946.53,17754.02,15759.1
14974,21,2017-08-06,1.61,22037.86,20831.97,16162.53
14975,22,2017-07-30,1.61,23890.76,22580.25,17924.17
14976,23,2017-07-23,1.59,28957.04,27784.67,23227.03
14977,24,2017-07-16,1.61,25501.3,24166.79,22172.13
14978,25,2017-07-09,2.17,20152.69,18449.57,16339.33
14979,26,2017-07-02,2.13,19686.52,18001.97,16435.44
14980,27,2017-06-25,2.13,22051.39,20147.31,18533.64
14981,28,2017-06-18,2.12,23277.63,21643.8,19934.14
14982,29,2017-06-11,2.07,20437.87,18937.84,17150.28
14983,30,2017-06-04,2.04,22924.67,21236.35,19576.46
14984,31,2017-05-28,2.04,20860.14,19180.6,17542.21
14985,32,2017-05-21,1.92,22165.79,20737.38,18624.83
14986,33,2017-05-14,1.99,21115.24,19215.11,16626.66
14987,34,2017-05-07,1.98,21056.26,19201.31,16567.99
14988,35,2017-04-30,2.02,17863.55,15436.69,14866.04
14989,36,2017-04-23,1.88,17773.38,16607.0,14864.78
14990,37,2017-04-16,2.0,17641.48,16400.03,14424.78
14991,38,2017-04-09,2.0,17032.99,15748.68,13774.14
14992,39,2017-04-02,2.0,16320.74,14847.45,14307.53
14993,40,2017-03-26,2.02,17307.58,15933.03,14681.31
14994,41,2017-03-19,2.06,18134.67,16913.95,15509.92
14995,42,2017-03-12,2.09,18294.75,16956.21,15584.72
14996,43,2017-03-05,1.72,19270.33,17903.83,17340.58
14997,44,2017-02-26,2.01,14572.36,13284.4,12821.72
14998,45,2017-02-19,2.06,16177.04,15148.42,12903.42
14999,46,2017-02-12,1.95,17727.36,16589.09,15419.88
15000,47,2017-02-05,1.63,22249.09,19559.7,16906.1
15001,48,2017-01-29,1.9,15270.59,14135.22,13878.77
15002,49,2017-01-22,1.93,15417.31,14438.25,14438.25
15003,50,2017-01-15,1.88,17012.28,15684.88,15554.34
15004,51,2017-01-08,1.95,17555.2,16412.77,15137.23
15005,52,2017-01-01,2.06,13438.22,11241.89,10636.25
15006,0,2017-12-31,1.15,10568.46,10309.11,5004.55
15007,1,2017-12-24,1.15,11025.86,10727.08,9439.56
15008,2,2017-12-17,1.15,10784.73,10457.21,3560.34
15009,3,2017-12-10,1.14,11143.68,10874.2,3941.51
15010,4,2017-12-03,1.18,7575.49,7434.68,3655.67
15011,5,2017-11-26,1.26,5280.35,5005.56,4509.48
15012,6,2017-11-19,1.42,7519.34,7193.65,3938.44
15013,7,2017-11-12,1.39,12395.75,12039.66,6031.35
15014,8,2017-11-05,1.36,12253.81,11985.79,10351.66
15015,9,2017-10-29,1.35,12759.88,12428.37,12428.37
15016,10,2017-10-22,1.35,10115.95,9748.7,9744.26
15017,11,2017-10-15,1.33,12929.64,12617.21,12617.21
15018,12,2017-10-08,1.34,15466.92,14993.82,14993.82
15019,13,2017-10-01,1.39,11486.81,11097.53,11092.17
15020,14,2017-09-24,1.4,10081.25,9670.1,9642.01
15021,15,2017-09-17,1.47,7698.45,7284.2,6095.36
15022,16,2017-09-10,1.8,4946.72,4382.32,1514.57
15023,17,2017-09-03,1.41,11172.15,10644.64,7804.08
15024,18,2017-08-27,1.37,11184.42,10809.22,9102.12
15025,19,2017-08-20,1.46,8235.56,7932.94,2469.77
15026,20,2017-08-13,1.27,10212.38,9791.63,5319.01
15027,21,2017-08-06,1.34,12705.61,12393.88,3181.99
15028,22,2017-07-30,1.44,10708.99,10247.83,1433.47
15029,23,2017-07-23,1.28,14116.97,13683.68,4223.34
15030,24,2017-07-16,1.26,12764.97,12313.77,7111.69
15031,25,2017-07-09,2.55,5369.52,4970.34,731.11
15032,26,2017-07-02,2.57,4270.32,3792.95,486.66
15033,27,2017-06-25,2.57,5228.11,4772.67,636.66
15034,28,2017-06-18,2.54,5445.57,4872.93,830.0
15035,29,2017-06-11,2.46,5165.43,4515.81,1073.33
15036,30,2017-06-04,2.51,5425.35,4930.25,948.34
15037,31,2017-05-28,2.19,5712.13,5000.85,980.0
15038,32,2017-05-21,2.16,4934.21,4083.25,1050.0
15039,33,2017-05-14,2.16,5945.03,5396.9,1203.33
15040,34,2017-05-07,2.19,7609.96,6959.31,1219.99
15041,35,2017-04-30,2.16,3630.0,3119.37,900.0
15042,36,2017-04-23,2.14,5924.92,5533.01,1181.11
15043,37,2017-04-16,2.14,5987.27,5453.08,1313.33
15044,38,2017-04-09,2.17,5013.5,4466.35,1003.33
15045,39,2017-04-02,2.09,3337.9,2412.69,1180.0
15046,40,2017-03-26,2.16,4486.25,4034.96,738.89
15047,41,2017-03-19,2.05,3614.79,3319.63,973.33
15048,42,2017-03-12,2.05,2414.64,2128.5,636.67
15049,43,2017-03-05,1.89,3184.47,1769.79,910.0
15050,44,2017-02-26,1.93,2099.67,1488.77,966.18
